1.076873540878295898e+00,9.335209429264068604e-02,-5.953437089920043945e-01,-4.055706560611724854e-01,7.525836229324340820e-01,5.200301529839634895e-05
7.958158850669860840e-01,6.587390601634979248e-02,-3.795727193355560303e-01,-4.128497242927551270e-01,8.786341547966003418e-01,1.609241589903831482e-04
9.769995212554931641e-01,-6.056898087263107300e-02,-5.064045786857604980e-01,-3.479451537132263184e-01,6.851394176483154297e-01,1.036452431435463950e-05
1.047573804855346680e+00,-5.139500647783279419e-02,-5.333821177482604980e-01,-3.288158774375915527e-01,5.520455837249755859e-01,2.741136995609849691e-05
9.969618916511535645e-01,3.643707931041717529e-02,-5.357007980346679688e-01,-3.959894478321075439e-01,7.324910759925842285e-01,9.442844748264178634e-05
1.124911904335021973e+00,-8.528478443622589111e-02,-4.774542152881622314e-01,-3.863994777202606201e-01,6.971464157104492188e-01,2.137657793355174363e-05
9.476646780967712402e-01,-4.760869219899177551e-02,-5.603353977203369141e-01,-3.077818155288696289e-01,6.342777013778686523e-01,4.473744411370716989e-05
1.016898036003112793e+00,-7.351867109537124634e-02,-4.859741926193237305e-01,-3.653151988983154297e-01,7.043797969818115234e-01,1.659202098380774260e-05
1.021446108818054199e+00,-1.280700974166393280e-02,-5.378497242927551270e-01,-3.680598139762878418e-01,6.612166166305541992e-01,4.309286305215209723e-05
1.040674924850463867e+00,-4.696852341294288635e-02,-5.252829194068908691e-01,-3.396435379981994629e-01,5.799010396003723145e-01,4.861622073804028332e-05
9.980415701866149902e-01,-6.293461471796035767e-02,-5.137355327606201172e-01,-3.565010428428649902e-01,7.065070867538452148e-01,1.583603079780004919e-05
1.011818528175354004e+00,-6.309162080287933350e-02,-4.818105995655059814e-01,-3.758205473423004150e-01,7.169363498687744141e-01,9.739197594171855599e-06
9.730374813079833984e-01,-5.984492972493171692e-02,-5.254060029983520508e-01,-3.447579443454742432e-01,6.960101723670959473e-01,2.192617284890729934e-05
1.042875766754150391e+00,-7.692126184701919556e-02,-5.093410015106201172e-01,-3.443311750888824463e-01,6.383806467056274414e-01,9.967588994186371565e-06
9.431185126304626465e-01,-7.037218660116195679e-02,-5.458743572235107422e-01,-3.216314017772674561e-01,6.834878921508789062e-01,1.303014141740277410e-05
