1.005953311920166016e+00,-1.547464132308959961e-01,-1.723394244909286499e-01,-6.259800195693969727e-01,-2.554552257061004639e-02,9.269157453672960401e-05
9.938079118728637695e-01,7.544749975204467773e-02,-1.890859454870223999e-01,-5.828042030334472656e-01,1.844929605722427368e-01,5.561397993005812168e-04
1.004532694816589355e+00,9.958050400018692017e-02,-2.283763289451599121e-01,-6.201833486557006836e-01,1.700237393379211426e-02,8.960718332673422992e-06
1.002589106559753418e+00,3.811020776629447937e-02,-2.215655893087387085e-01,-5.537828207015991211e-01,4.270910471677780151e-02,2.621890052978415042e-05
1.000925898551940918e+00,-6.154687702655792236e-02,-1.811548918485641479e-01,-6.156060695648193359e-01,7.186685502529144287e-02,7.277748954948037863e-05
1.000887989997863770e+00,1.407036632299423218e-01,-2.552037239074707031e-01,-6.420250535011291504e-01,-1.336109191179275513e-01,6.423241757147479802e-06
1.002775788307189941e+00,4.371281713247299194e-02,-2.102317363023757935e-01,-6.131829023361206055e-01,8.776201307773590088e-02,5.811507799080573022e-05
1.002772092819213867e+00,1.256333142518997192e-01,-2.399190962314605713e-01,-6.344854831695556641e-01,-5.740077793598175049e-02,6.821315764682367444e-06
1.003296136856079102e+00,1.403722353279590607e-02,-2.061133831739425659e-01,-6.061629056930541992e-01,3.665253147482872009e-02,1.056717337633017451e-05
1.002457857131958008e+00,3.585425391793251038e-02,-2.227058261632919312e-01,-5.523508191108703613e-01,4.332653433084487915e-02,3.419492713874205947e-05
1.003753066062927246e+00,9.173296391963958740e-02,-2.311102747917175293e-01,-6.396949291229248047e-01,-2.079960657283663750e-03,9.341891200165264308e-06
1.004606366157531738e+00,1.328099519014358521e-01,-2.336753457784652710e-01,-6.331428289413452148e-01,-4.262283444404602051e-02,2.485254117345903069e-05
1.003741621971130371e+00,9.398174285888671875e-02,-2.329971790313720703e-01,-6.350207924842834473e-01,-1.198053359985351562e-05,2.965546627820003778e-06
1.003392577171325684e+00,8.611809462308883667e-02,-2.309336215257644653e-01,-6.034382581710815430e-01,6.465404760092496872e-03,8.547154720872640610e-06
1.003138661384582520e+00,9.374879300594329834e-02,-2.427720427513122559e-01,-6.408509016036987305e-01,3.546044230461120605e-03,1.504033434684970416e-06
1.005453109741210938e+00,1.085022762417793274e-01,-2.217734456062316895e-01,-6.025235652923583984e-01,1.258580945432186127e-02,6.291615136433392763e-05
1.000898122787475586e+00,-1.584889590740203857e-01,-1.737007647752761841e-01,-7.232320308685302734e-01,-5.579951778054237366e-02,5.337085531209595501e-05
1.012070298194885254e+00,-2.681964337825775146e-01,-1.484287232160568237e-01,-6.047402024269104004e-01,-5.559178814291954041e-02,2.596261037979274988e-05
1.003393054008483887e+00,-7.929244637489318848e-02,-1.663103103637695312e-01,-5.330742597579956055e-01,7.157918531447649002e-03,9.326686267741024494e-05
9.988770484924316406e-01,-1.142954975366592407e-01,-1.689968854188919067e-01,-4.200977683067321777e-01,2.641188539564609528e-02,1.977926876861602068e-05
1.004101395606994629e+00,9.638995677232742310e-02,-2.380818873643875122e-01,-5.969014167785644531e-01,5.816610157489776611e-02,1.294291905651334673e-05
9.982908368110656738e-01,7.644711434841156006e-02,-2.155144214630126953e-01,-5.428158640861511230e-01,1.429716348648071289e-01,5.703327769879251719e-05
1.004711627960205078e+00,1.036561205983161926e-01,-2.451247423887252808e-01,-5.999126434326171875e-01,8.763780444860458374e-02,2.635134296724572778e-05
1.004815578460693359e+00,1.278771013021469116e-01,-2.375103235244750977e-01,-5.443093776702880859e-01,1.042447835206985474e-01,2.357747143832966685e-05
1.002071857452392578e+00,9.310867637395858765e-02,-2.352425605058670044e-01,-6.496735811233520508e-01,-3.662842139601707458e-02,9.175644663628190756e-06
