1.098032712936401367e+00,-9.834294915199279785e-01,2.028740495443344116e-01,4.779389500617980957e-01,-2.784658372402191162e-01,2.508118996047414839e-05
7.659142017364501953e-01,-9.381780028343200684e-01,7.032448053359985352e-02,2.795420885086059570e-01,-3.090531826019287109e-01,1.395412691636011004e-04
1.030062079429626465e+00,-9.585721492767333984e-01,2.913391590118408203e-01,3.663038313388824463e-01,-4.384166002273559570e-01,3.446142363827675581e-05
1.025586128234863281e+00,-9.699234366416931152e-01,2.316300421953201294e-01,4.063186943531036377e-01,-4.511331319808959961e-01,1.376448381051886827e-05
9.765911102294921875e-01,-9.831032752990722656e-01,1.742362231016159058e-01,5.131836533546447754e-01,-3.152026236057281494e-01,8.134276140481233597e-05
1.029917478561401367e+00,-9.876154661178588867e-01,2.987839579582214355e-01,3.094966113567352295e-01,-4.171340763568878174e-01,1.182391642942093313e-04
9.474728107452392578e-01,-9.572823643684387207e-01,2.355264723300933838e-01,4.047402143478393555e-01,-4.034970104694366455e-01,2.405202576483134180e-05
9.545780420303344727e-01,-9.663159251213073730e-01,2.693801820278167725e-01,3.170966207981109619e-01,-4.232391715049743652e-01,8.943607099354267120e-05
9.971134066581726074e-01,-9.836398363113403320e-01,2.194405645132064819e-01,3.901999592781066895e-01,-3.959018588066101074e-01,4.734698086394928396e-05
1.006030559539794922e+00,-9.864071011543273926e-01,2.049566209316253662e-01,3.557433485984802246e-01,-4.144134223461151123e-01,8.156415424309670925e-05
9.579544663429260254e-01,-9.721455574035644531e-01,2.872497737407684326e-01,3.249018490314483643e-01,-4.330870509147644043e-01,3.864682003040798008e-05
1.030571341514587402e+00,-9.859812855720520020e-01,3.100505173206329346e-01,3.555280864238739014e-01,-4.445526301860809326e-01,1.454260345781221986e-04
8.599345088005065918e-01,-9.428918957710266113e-01,2.465568929910659790e-01,3.068706095218658447e-01,-3.965428769588470459e-01,3.193257361999712884e-05
1.045699477195739746e+00,-9.894864559173583984e-01,2.961846888065338135e-01,3.344430625438690186e-01,-4.690717458724975586e-01,3.510530223138630390e-05
9.443442821502685547e-01,-9.565023779869079590e-01,3.142032623291015625e-01,3.681301474571228027e-01,-4.362568557262420654e-01,3.245928746764548123e-05
